Team Name       W   L   T   Win%  Goals  Penalties
Quinnipiac     21   6   3   0.75     97        184
Union          15   9   4   0.61     85        153
Yale           16  11   2   0.59     78        149
Rensselaer     13  10   3   0.56     72        117
Brown          13  12   6   0.52     76        125
Dartmouth      12  12   5   0.50     76        120
St._Lawrence   11  12   4   0.48     70        145
Cornell        11  13   3   0.46     62        155
Clarkson        9  13   3   0.42     64        143
Princeton       8  14   4   0.38     57        131
Colgate         7  15   3   0.34     60        126
Harvard         7  16   2   0.32     51        102

Player Name            Team           Goals  Assists  Penalties
Alex_Goodship          Dartmouth          1        3          0
Matt_Tinordi           Rensselaer         3        1          1
Charlie_Vasaturo       Union              2        2          2
Jeff_DiNallo           Clarkson           2        2          2
Jeremy_Goodwin         Princeton          1        3          3
Dan_Ford               Harvard            1        3          4
Kevin_Lough            Colgate            1        3          4
Reece_Willcox          Cornell            0        4          4
Aaron_Ave              Princeton          0        4          6
Aaron_Kesselman        Princeton          2        2          6
Cole_Ikkala            Union              1        3          6
Luke_Curadi            Rensselaer         0        4         10
Taylor_Boldt           Dartmouth          0        4         10
Mitch_Witek            Yale               0        3          0
Shawn_Stuart           Union              0        3          0
Jack_Barre             Dartmouth          0        3          1
Joe_Prescott           Brown              2        1          1
Marc_Senecal           Brown              1        2          1
Mike_McCann            Colgate            3        0          2
Vince_Mihalek          Cornell            1        2          2
Alex_Barron            Quinnipiac         1        2          3
Francis_Drolet         Brown              1        2          3
Geoff_Ferguson         Dartmouth          0        3          3
Sean_McGovern          St._Lawrence       0        3          4
Joey_de_Concilys       Brown              1        2          5
Mike_Garlasco          Clarkson           1        2          5
Charles_Orzetti        Yale               2        1          6
Sebastien_Gingras      Union              0        3          6
Braden_Birch           Cornell            2        1          7
Greg_Burgdoerfer       Rensselaer         1        2          7
Richie_Crowley         Brown              0        3          7
John_Knisley           Cornell            2        1          8
Jacob_MacDonald        Cornell            0        3          9
Brendan_Rempel         Harvard            1        2         10
Nik_Pokulok            Clarkson           1        2         13
Christian_Finch        Clarkson           0        2          0
Matt_Killian           Yale               0        2          0
Brendan_Corcoran       Colgate            1        1          1
Conor_Morrison         Harvard            1        1          1
Desmond_Bergin         Harvard            2        0          1
Matt_Farris            Princeton          0        2          1
Nelson_Armstrong       St._Lawrence       0        2          1
Taki_Pantziris         Brown              1        1          1
Zach_Luczyk            Quinnipiac         0        2          1
Patrick_Marsh          Clarkson           0        2          2
Ryan_McGregor          Harvard            0        2          2
Sam_Coatta             Union              1        1          2
Tim_Boyle              Union              0        2          2
Connor_Dempsey         Dartmouth          0        2          3
Daniel_Gentzler        Colgate            0        2          3
Patrick_McNally        Harvard            1        1          3
Nick_Cruice            Union              1        1          4
Eric_Carlson           Princeton          2        0          5
Justin_Bruckel         St._Lawrence       1        1          5
Madison_Dias           Cornell            2        0          5
Todd_Christian         Clarkson           1        1          5
David_Roy              Union              0        2         11
Riley_Austin           St._Lawrence       1        1         15
AG_Petr_Placek         Harvard            1        0          0
Andy_Iles              Cornell            0        1          0
Carrabino              Clarkson           0        1          0
Gavin_Stoick           Cornell            0        1          0
Marco_DeFilippo        Brown              0        1          0
Soren_Jonzzon          Quinnipiac         1        0          0
Teemu_Tiitinen         Cornell            0        1          0
Zach_Schroeder         Rensselaer         0        1          0
Jason_Bourgea          Dartmouth          0        1          1
Mike_Seward            Harvard            1        0          1
Mac_Stratford          St._Lawrence       0        1          4
Anthony_Day            Yale               1        0          5
Brayden_Jaw            Harvard            1        0          6
Kevin_Ross             Princeton          0        1          6
Petr_Placek            Harvard            1        0          6
Carson_Cooper          Yale               1        0          8
Armand_de_Swardt       Cornell            1        0          9
Danny_Fick             Harvard            0        1         11
Eric_Hartzell          Quinnipiac         0        0          1
Eric_Mihalik           Colgate            0        0          1
JD_Carrabino           Clarkson           0        0          1
Marty_O'Grady          Rensselaer         0        0          1
Mike_Condon            Princeton          0        0          1
Nick_Lovejoy           Dartmouth          0        0          1
Reese_Rolheiser        Quinnipiac         0        0          1
Alex_Ward              Yale               0        0          2
Christian_Powers       Clarkson           0        0          2
Jimmy_Siers            Brown              0        0          2
John_Caldwell          Harvard            0        0          2
Max_Everson            Harvard            0        0          2
Ross_McMullen          St._Lawrence       0        0          2
Tucker_Brockett        Princeton          0        0          2
Christian_Long         Colgate            0        0          3
James_Kerr             Princeton          0        0          3
Matt_Dyer              St._Lawrence       0        0          3
Alex_Hagen             St._Lawrence       0        0          4
Matthew_Beattie        Yale               0        0          4
Billy_Rivellini        Colgate            0        0          5
Kirill_Gotovets        Cornell            0        0          5
Rodger_Craig           Cornell            0        0          5
Ryan_Forgaard          Union              0        0          6
Kevin_Liss             Princeton          0        0          7

< ** YOUR STATISTIC GOES HERE ** >
